,orderdate,stockdate,order_number,product_id,customer_key,territorykey,orderlineitem,orderquantity
6809,2022-02-15,2022-01-19,SO64225,477,24164,9,4,2
6810,2022-02-15,2021-12-01,SO64225,479,24164,9,2,2
6811,2022-02-15,2021-12-11,SO64225,605,24164,9,1,1
6812,2022-02-15,2021-12-31,SO64222,477,24002,9,3,2
6813,2022-02-15,2021-12-09,SO64222,481,24002,9,4,2
6814,2022-02-15,2021-11-08,SO64222,479,24002,9,2,1
6815,2022-02-15,2022-01-16,SO64222,606,24002,9,1,1
6816,2022-02-15,2021-11-09,SO64182,223,18253,9,1,1
6817,2022-02-15,2021-10-20,SO64212,477,20545,1,3,2
6818,2022-02-15,2022-01-09,SO64212,479,20545,1,2,2
6819,2022-02-15,2021-11-15,SO64212,214,20545,1,4,1
6820,2022-02-15,2021-11-02,SO64212,226,20545,1,5,1
6821,2022-02-15,2021-12-24,SO64212,373,20545,1,1,1
6822,2022-02-16,2021-10-25,SO64256,529,27396,1,3,2
6823,2022-02-16,2021-11-21,SO64256,472,27396,1,2,1
6824,2022-02-16,2022-01-09,SO64256,538,27396,1,1,1
6825,2022-02-16,2021-11-29,SO64290,583,14109,4,1,1
6826,2022-02-16,2021-11-02,SO64295,223,14055,9,2,2
6827,2022-02-16,2021-12-27,SO64295,566,14055,9,1,1
6828,2022-02-16,2021-11-11,SO64278,530,28889,8,1,3
6829,2022-02-16,2021-12-08,SO64278,484,28889,8,2,1
6830,2022-02-16,2021-12-02,SO64264,223,23263,1,2,2
6831,2022-02-16,2021-12-12,SO64264,477,23263,1,1,2
6832,2022-02-16,2022-01-30,SO64264,478,23263,1,3,2
6833,2022-02-16,2021-12-23,SO64280,485,15572,6,1,2
6834,2022-02-16,2021-10-26,SO64283,214,21201,9,2,1
6835,2022-02-16,2021-12-27,SO64283,379,21201,9,1,1
6836,2022-02-16,2021-12-19,SO64258,480,11631,6,2,2
6837,2022-02-16,2021-12-26,SO64258,538,11631,6,1,2
6838,2022-02-16,2021-12-10,SO64296,541,12000,9,2,3
6839,2022-02-16,2022-01-15,SO64296,487,12000,9,4,1
6840,2022-02-16,2021-12-02,SO64296,530,12000,9,3,1
6841,2022-02-16,2021-11-13,SO64296,562,12000,9,1,1
6842,2022-02-16,2021-11-09,SO64294,479,11977,9,4,3
6843,2022-02-16,2021-10-29,SO64294,477,11977,9,2,2
6844,2022-02-16,2021-11-04,SO64294,471,11977,9,3,1
6845,2022-02-16,2021-11-09,SO64294,573,11977,9,1,1
6846,2022-02-16,2021-10-19,SO64272,485,14936,7,2,3
6847,2022-02-16,2021-11-10,SO64272,477,14936,7,4,2
6848,2022-02-16,2021-12-07,SO64272,478,14936,7,3,2
6849,2022-02-16,2022-01-20,SO64272,528,14936,7,1,2
6850,2022-02-16,2021-11-14,SO64272,489,14936,7,5,1
6851,2022-02-16,2021-11-15,SO64289,381,20735,1,1,1
6852,2022-02-16,2021-11-15,SO64269,477,26806,6,1,2
6853,2022-02-16,2021-11-24,SO64279,530,24111,7,1,2
6854,2022-02-16,2021-12-30,SO64262,484,24743,1,3,2
6855,2022-02-16,2021-10-24,SO64262,528,24743,1,2,2
6856,2022-02-16,2021-11-15,SO64262,535,24743,1,1,2
6857,2022-02-16,2021-10-29,SO64261,480,25275,1,2,2
6858,2022-02-16,2021-11-21,SO64261,540,25275,1,1,1
6859,2022-02-16,2021-10-31,SO64257,530,28007,4,1,2
6860,2022-02-16,2022-01-24,SO64257,215,28007,4,2,1
6861,2022-02-16,2022-01-21,SO64250,529,13595,7,2,2
6862,2022-02-16,2021-12-19,SO64250,373,13595,7,1,1
6863,2022-02-16,2021-11-13,SO64250,540,13595,7,3,1
6864,2022-02-16,2021-12-18,SO64245,528,13005,9,2,2
6865,2022-02-16,2021-10-25,SO64245,535,13005,9,1,2
6866,2022-02-16,2022-01-30,SO64245,214,13005,9,3,1
6867,2022-02-16,2022-01-13,SO64253,215,11732,2,1,1
6868,2022-02-16,2022-01-01,SO64253,473,11732,2,2,1
6869,2022-02-16,2021-10-19,SO64293,529,23960,8,2,3
6870,2022-02-16,2021-11-18,SO64293,538,23960,8,3,2
6871,2022-02-16,2021-12-23,SO64293,214,23960,8,4,1
6872,2022-02-16,2021-11-11,SO64293,605,23960,8,1,1
6873,2022-02-16,2021-11-11,SO64247,529,25245,9,1,2
6874,2022-02-16,2021-12-27,SO64247,487,25245,9,2,1
6875,2022-02-16,2021-11-25,SO64277,480,25530,8,2,2
6876,2022-02-16,2021-11-17,SO64277,538,25530,8,1,2
6877,2022-02-16,2021-12-07,SO64266,464,20542,4,3,2
6878,2022-02-16,2021-11-15,SO64266,477,20542,4,2,2
6879,2022-02-16,2022-01-10,SO64266,478,20542,4,1,2
6880,2022-02-16,2022-01-09,SO64266,489,20542,4,4,1
6881,2022-02-16,2021-11-28,SO64271,528,15470,4,1,2
6882,2022-02-16,2022-01-05,SO64271,235,15470,4,3,1
6883,2022-02-16,2022-01-08,SO64271,485,15470,4,2,1
6884,2022-02-16,2021-11-16,SO64291,462,17667,4,3,2
6885,2022-02-16,2021-11-19,SO64291,220,17667,4,2,1
6886,2022-02-16,2022-01-25,SO64291,581,17667,4,1,1
6887,2022-02-16,2021-12-09,SO64284,484,20626,9,3,2
6888,2022-02-16,2021-10-23,SO64284,373,20626,9,1,1
6889,2022-02-16,2021-12-04,SO64284,479,20626,9,2,1
6890,2022-02-16,2022-01-24,SO64255,480,11200,6,2,2
6891,2022-02-16,2021-11-25,SO64255,539,11200,6,1,2
6892,2022-02-16,2021-12-06,SO64260,535,26555,4,1,2
6893,2022-02-16,2022-01-02,SO64260,480,26555,4,2,1
6894,2022-02-16,2021-12-02,SO64288,214,19988,6,2,1
6895,2022-02-16,2021-12-02,SO64288,385,19988,6,1,1
6896,2022-02-16,2022-01-04,SO64259,539,28622,4,1,2
6897,2022-02-16,2021-12-23,SO64259,214,28622,4,3,1
6898,2022-02-16,2021-11-18,SO64259,462,28622,4,4,1
6899,2022-02-16,2022-01-02,SO64259,529,28622,4,2,1
6900,2022-02-16,2022-01-06,SO64292,466,23902,8,2,2
6901,2022-02-16,2021-12-18,SO64292,584,23902,8,1,1
6902,2022-02-16,2021-11-21,SO64275,480,15609,7,2,3
6903,2022-02-16,2021-12-23,SO64275,535,15609,7,1,2
6904,2022-02-16,2022-01-23,SO64252,477,15929,10,2,2
6905,2022-02-16,2021-11-25,SO64252,478,15929,10,3,2
6906,2022-02-16,2022-01-30,SO64252,214,15929,10,4,1
6907,2022-02-16,2021-12-05,SO64252,354,15929,10,1,1
6908,2022-02-16,2021-11-02,SO64270,477,17560,1,1,2
6909,2022-02-16,2021-12-28,SO64270,214,17560,1,2,1
6910,2022-02-16,2022-01-14,SO64268,478,21287,4,1,2
6911,2022-02-16,2022-01-10,SO64268,214,21287,4,2,1
6912,2022-02-16,2021-11-18,SO64274,528,15458,8,1,3
6913,2022-02-16,2021-12-23,SO64285,570,29225,1,1,1
6914,2022-02-16,2021-12-20,SO64254,489,11276,6,1,1
6915,2022-02-16,2021-11-10,SO64248,214,25498,8,2,1
6916,2022-02-16,2021-12-04,SO64248,229,25498,8,3,1
6917,2022-02-16,2021-10-27,SO64248,580,25498,8,1,1
6918,2022-02-16,2021-11-15,SO64249,375,16476,7,1,1
6919,2022-02-16,2021-11-01,SO64249,490,16476,7,4,1
6920,2022-02-16,2021-12-22,SO64249,529,16476,7,2,1
6921,2022-02-16,2022-01-14,SO64249,540,16476,7,3,1
6922,2022-02-16,2021-12-25,SO64267,477,20409,1,1,3
6923,2022-02-16,2022-01-12,SO64267,478,20409,1,2,2
6924,2022-02-16,2021-11-02,SO64273,528,14826,7,1,2
6925,2022-02-16,2022-01-24,SO64273,220,14826,7,2,1
6926,2022-02-16,2021-10-19,SO64276,480,12126,10,3,2
6927,2022-02-16,2021-11-26,SO64276,529,12126,10,1,2
6928,2022-02-16,2021-11-16,SO64276,538,12126,10,2,1
6929,2022-02-16,2022-01-01,SO64265,528,15879,6,1,3
6930,2022-02-16,2021-12-16,SO64265,536,15879,6,2,3
6931,2022-02-16,2022-01-19,SO64265,215,15879,6,3,1
6932,2022-02-16,2021-11-29,SO64263,528,23157,1,1,3
6933,2022-02-16,2021-11-10,SO64263,536,23157,1,2,2
6934,2022-02-16,2021-12-26,SO64263,215,23157,1,3,1
6935,2022-02-16,2022-01-01,SO64281,477,15365,4,4,2
6936,2022-02-16,2022-01-11,SO64281,478,15365,4,3,2
6937,2022-02-16,2021-10-24,SO64281,480,15365,4,5,2
6938,2022-02-16,2021-11-16,SO64281,485,15365,4,2,2
6939,2022-02-16,2021-10-23,SO64281,352,15365,4,1,1
6940,2022-02-16,2022-01-18,SO64246,480,11366,9,2,2
6941,2022-02-16,2021-11-06,SO64246,535,11366,9,1,2
6942,2022-02-16,2021-12-16,SO64286,223,24762,1,1,2
6943,2022-02-16,2021-12-08,SO64286,561,24762,1,2,1
6944,2022-02-16,2022-01-25,SO64251,215,12487,8,2,1
6945,2022-02-16,2022-01-04,SO64251,358,12487,8,1,1
6946,2022-02-17,2021-10-25,SO64318,466,26332,1,2,3
6947,2022-02-17,2021-11-28,SO64318,535,26332,1,1,2
6948,2022-02-17,2021-12-09,SO64373,232,17576,4,2,1
6949,2022-02-17,2021-11-27,SO64373,581,17576,4,1,1
6950,2022-02-17,2022-01-06,SO64370,477,23358,4,3,3
6951,2022-02-17,2022-01-06,SO64370,479,23358,4,2,2
6952,2022-02-17,2021-11-23,SO64370,484,23358,4,4,2
6953,2022-02-17,2021-10-21,SO64370,606,23358,4,1,1
6954,2022-02-17,2021-12-05,SO64348,537,11962,4,1,1
6955,2022-02-17,2021-10-28,SO64300,485,23521,9,1,2
6956,2022-02-17,2021-12-06,SO64369,464,23056,4,3,2
6957,2022-02-17,2022-01-27,SO64369,214,23056,4,2,1
6958,2022-02-17,2021-12-23,SO64369,605,23056,4,1,1
6959,2022-02-17,2022-01-14,SO64332,484,15744,1,2,3
6960,2022-02-17,2022-01-24,SO64332,528,15744,1,1,2
6961,2022-02-17,2022-01-10,SO64320,536,23710,1,1,1
6962,2022-02-17,2022-01-31,SO64327,223,18688,1,2,2
6963,2022-02-17,2022-01-09,SO64327,474,18688,1,1,1
6964,2022-02-17,2022-01-04,SO64335,528,14549,8,2,2
6965,2022-02-17,2021-12-15,SO64335,215,14549,8,3,1
6966,2022-02-17,2021-11-21,SO64335,537,14549,8,1,1
6967,2022-02-17,2022-01-27,SO64313,223,11501,6,2,2
6968,2022-02-17,2022-01-03,SO64313,490,11501,6,1,1
6969,2022-02-17,2021-11-11,SO64323,528,23031,1,2,2
6970,2022-02-17,2022-01-31,SO64323,536,23031,1,1,2
6971,2022-02-17,2022-01-22,SO64323,220,23031,1,3,1
6972,2022-02-17,2022-01-17,SO64334,485,18884,6,1,2
6973,2022-02-17,2021-10-24,SO64334,487,18884,6,2,1
6974,2022-02-17,2021-11-07,SO64329,223,26318,6,1,2
6975,2022-02-17,2021-12-22,SO64329,477,26318,6,2,2
6976,2022-02-17,2021-11-11,SO64368,529,23036,4,3,3
6977,2022-02-17,2021-11-20,SO64368,462,23036,4,4,2
6978,2022-02-17,2021-10-20,SO64368,538,23036,4,2,2
6979,2022-02-17,2021-12-20,SO64368,215,23036,4,5,1
6980,2022-02-17,2021-12-31,SO64368,605,23036,4,1,1
6981,2022-02-17,2022-02-02,SO64362,478,14046,9,2,2
6982,2022-02-17,2021-12-31,SO64362,358,14046,9,1,1
6983,2022-02-17,2021-12-12,SO64366,481,26082,4,2,2
6984,2022-02-17,2021-12-05,SO64366,574,26082,4,1,1
6985,2022-02-17,2021-11-22,SO64371,604,23073,1,1,1
6986,2022-02-17,2021-10-20,SO64375,479,27137,10,3,2
6987,2022-02-17,2022-01-06,SO64375,473,27137,10,4,1
6988,2022-02-17,2021-10-24,SO64375,477,27137,10,2,1
6989,2022-02-17,2021-12-03,SO64375,606,27137,10,1,1
6990,2022-02-17,2021-10-23,SO64310,358,12267,7,1,1
6991,2022-02-17,2022-01-22,SO64338,528,22819,10,1,2
6992,2022-02-17,2021-11-21,SO64338,536,22819,10,2,2
6993,2022-02-17,2022-01-17,SO64338,220,22819,10,3,1
6994,2022-02-17,2021-12-08,SO64328,477,18343,4,1,3
6995,2022-02-17,2021-11-10,SO64328,215,18343,4,2,1
6996,2022-02-17,2021-10-31,SO64364,528,13966,9,3,2
6997,2022-02-17,2021-12-04,SO64364,215,13966,9,4,1
6998,2022-02-17,2021-11-21,SO64364,356,13966,9,1,1
6999,2022-02-17,2022-01-14,SO64364,537,13966,9,2,1
7000,2022-02-17,2021-10-28,SO64351,462,16836,6,3,3
7001,2022-02-17,2021-10-29,SO64351,485,16836,6,2,2
7002,2022-02-17,2021-10-29,SO64351,229,16836,6,4,1
7003,2022-02-17,2022-01-02,SO64351,354,16836,6,1,1
7004,2022-02-17,2021-11-24,SO64299,538,19610,9,2,3
7005,2022-02-17,2022-01-16,SO64299,462,19610,9,3,2
7006,2022-02-17,2021-11-01,SO64299,529,19610,9,1,2
7007,2022-02-17,2021-12-17,SO64304,540,16167,9,1,1
7008,2022-02-17,2021-12-07,SO64360,215,25114,9,2,1
7009,2022-02-17,2021-12-13,SO64360,389,25114,9,1,1
7010,2022-02-17,2021-11-20,SO64353,528,15320,1,2,2
7011,2022-02-17,2022-01-12,SO64353,214,15320,1,4,1
7012,2022-02-17,2021-11-05,SO64353,360,15320,1,1,1
7013,2022-02-17,2022-01-25,SO64353,537,15320,1,3,1
7014,2022-02-17,2022-01-10,SO64367,477,26640,6,2,2
7015,2022-02-17,2021-11-07,SO64367,479,26640,6,3,2
7016,2022-02-17,2022-01-17,SO64367,214,26640,6,4,1
7017,2022-02-17,2021-11-07,SO64367,605,26640,6,1,1
7018,2022-02-17,2022-01-29,SO64341,480,17748,7,2,2
7019,2022-02-17,2022-01-23,SO64341,536,17748,7,1,2
7020,2022-02-17,2022-01-07,SO64339,529,16322,7,2,2
7021,2022-02-17,2021-11-19,SO64339,539,16322,7,1,2
7022,2022-02-17,2022-01-15,SO64333,485,21656,6,1,2
7023,2022-02-17,2021-12-23,SO64333,215,21656,6,2,1
7024,2022-02-17,2021-11-26,SO64345,541,13516,10,1,2
7025,2022-02-17,2021-11-21,SO64315,480,29235,4,2,2
7026,2022-02-17,2021-11-13,SO64315,539,29235,4,1,2
7027,2022-02-17,2022-01-30,SO64355,478,16098,6,2,3
7028,2022-02-17,2021-11-21,SO64355,477,16098,6,3,2
7029,2022-02-17,2021-12-11,SO64355,214,16098,6,4,1
7030,2022-02-17,2022-01-06,SO64355,358,16098,6,1,1
7031,2022-02-17,2021-12-27,SO64314,229,29328,4,1,1
7032,2022-02-17,2021-12-20,SO64305,480,16692,9,2,2
7033,2022-02-17,2021-11-13,SO64305,529,16692,9,1,2
7034,2022-02-17,2021-12-31,SO64340,528,21521,7,1,2
7035,2022-02-17,2021-10-26,SO64340,536,21521,7,2,2
7036,2022-02-17,2022-01-05,SO64340,484,21521,7,3,1
7037,2022-02-17,2021-11-05,SO64306,214,17943,10,2,1
7038,2022-02-17,2022-01-14,SO64306,593,17943,10,1,1
7039,2022-02-17,2021-12-09,SO64346,530,14955,10,1,2
7040,2022-02-17,2022-01-24,SO64346,541,14955,10,2,2
7041,2022-02-17,2022-01-29,SO64349,480,12022,1,2,2
7042,2022-02-17,2021-12-21,SO64349,537,12022,1,1,1
7043,2022-02-17,2021-11-21,SO64324,478,20522,4,1,3
7044,2022-02-17,2021-11-03,SO64324,214,20522,4,2,1
7045,2022-02-17,2021-12-16,SO64356,214,14429,10,2,1
7046,2022-02-17,2022-01-16,SO64356,562,14429,10,1,1
7047,2022-02-17,2022-01-26,SO64358,582,23545,9,1,1
7048,2022-02-17,2021-10-24,SO64298,528,14067,9,1,3
7049,2022-02-17,2021-11-20,SO64298,535,14067,9,2,3
7050,2022-02-17,2021-11-09,SO64298,215,14067,9,3,1
7051,2022-02-17,2022-01-24,SO64337,480,23755,8,2,2
7052,2022-02-17,2021-12-23,SO64337,529,23755,8,1,2
7053,2022-02-17,2021-11-14,SO64361,477,21211,9,2,2
7054,2022-02-17,2021-12-06,SO64361,479,21211,9,3,2
7055,2022-02-17,2022-01-03,SO64361,371,21211,9,1,1
7056,2022-02-17,2022-01-26,SO64330,528,15513,1,1,2
7057,2022-02-17,2021-12-26,SO64330,214,15513,1,2,1
7058,2022-02-17,2022-01-06,SO64363,354,14062,9,1,1
7059,2022-02-17,2021-11-14,SO64363,487,14062,9,2,1
7060,2022-02-17,2021-11-21,SO64319,530,15826,6,2,2
7061,2022-02-17,2021-12-16,SO64319,541,15826,6,1,2
7062,2022-02-17,2022-01-12,SO64316,480,11176,6,3,2
7063,2022-02-17,2022-01-30,SO64316,539,11176,6,2,2
7064,2022-02-17,2022-01-29,SO64316,529,11176,6,1,1
7065,2022-02-17,2022-01-17,SO64344,541,13547,10,1,2
7066,2022-02-17,2021-11-27,SO64344,530,13547,10,2,1
7067,2022-02-17,2021-12-12,SO64325,476,11660,6,1,1
7068,2022-02-17,2021-12-24,SO64325,489,11660,6,2,1
7069,2022-02-17,2021-12-28,SO64317,223,11276,6,5,2
7070,2022-02-17,2021-12-16,SO64317,528,11276,6,1,2
7071,2022-02-17,2022-01-22,SO64317,215,11276,6,3,1
7072,2022-02-17,2021-11-16,SO64317,490,11276,6,4,1
7073,2022-02-17,2021-10-29,SO64317,535,11276,6,2,1
7074,2022-02-17,2022-01-17,SO64354,480,15380,1,4,2
7075,2022-02-17,2021-11-19,SO64354,528,15380,1,3,2
7076,2022-02-17,2021-12-30,SO64354,356,15380,1,1,1
7077,2022-02-17,2022-01-19,SO64354,537,15380,1,2,1
7078,2022-02-17,2022-01-10,SO64374,215,20844,7,2,1
7079,2022-02-17,2022-01-30,SO64374,385,20844,7,1,1
7080,2022-02-17,2022-01-07,SO64308,481,19338,7,3,2
7081,2022-02-17,2022-01-06,SO64308,485,19338,7,2,2
7082,2022-02-17,2021-10-24,SO64308,590,19338,7,1,1
7083,2022-02-17,2021-12-20,SO64302,478,15603,9,1,3
7084,2022-02-17,2021-10-27,SO64302,477,15603,9,2,2
7085,2022-02-17,2022-01-25,SO64326,223,28996,6,2,2
7086,2022-02-17,2022-02-02,SO64326,476,28996,6,1,1
7087,2022-02-17,2021-10-26,SO64365,466,25886,1,4,2
7088,2022-02-17,2021-12-02,SO64365,530,25886,1,3,2
7089,2022-02-17,2022-01-20,SO64365,541,25886,1,2,2
7090,2022-02-17,2021-12-31,SO64365,577,25886,1,1,1
7091,2022-02-17,2022-01-26,SO64350,477,11415,8,1,2
7092,2022-02-17,2022-02-01,SO64350,479,11415,8,2,2
7093,2022-02-17,2022-01-15,SO64376,479,11969,9,2,3
7094,2022-02-17,2021-12-30,SO64376,477,11969,9,3,1
7095,2022-02-17,2021-11-15,SO64376,487,11969,9,4,1
7096,2022-02-17,2022-01-15,SO64376,561,11969,9,1,1
7097,2022-02-17,2021-11-29,SO64322,480,23246,1,2,3
7098,2022-02-17,2021-12-11,SO64322,536,23246,1,1,2
7099,2022-02-17,2022-01-15,SO64331,528,26682,6,1,2
7100,2022-02-17,2022-01-14,SO64331,220,26682,6,2,1
7101,2022-02-17,2021-11-25,SO64331,466,26682,6,3,1
7102,2022-02-17,2021-12-16,SO64303,480,16606,9,2,2
7103,2022-02-17,2021-11-28,SO64303,540,16606,9,1,1
7104,2022-02-17,2021-11-03,SO64312,214,15702,10,2,1
7105,2022-02-17,2021-12-20,SO64312,358,15702,10,1,1
7106,2022-02-17,2021-11-08,SO64359,220,25947,9,2,1
7107,2022-02-17,2021-10-28,SO64359,385,25947,9,1,1
7108,2022-02-17,2021-11-16,SO64321,480,24626,4,3,2
7109,2022-02-17,2021-11-06,SO64321,529,24626,4,1,2
7110,2022-02-17,2022-01-16,SO64321,540,24626,4,2,1
7111,2022-02-17,2022-01-16,SO64309,477,17183,8,3,2
7112,2022-02-17,2021-11-04,SO64309,478,17183,8,2,2
7113,2022-02-17,2021-12-12,SO64309,360,17183,8,1,1
7114,2022-02-17,2021-12-16,SO64342,538,12294,10,1,2
7115,2022-02-17,2022-01-15,SO64357,464,25607,7,4,3
7116,2022-02-17,2021-11-18,SO64357,477,25607,7,3,2
7117,2022-02-17,2022-01-08,SO64357,479,25607,7,2,2
7118,2022-02-17,2022-01-31,SO64357,577,25607,7,1,1
7119,2022-02-17,2021-11-06,SO64372,229,20654,4,2,1
7120,2022-02-17,2022-01-17,SO64372,385,20654,4,1,1
7121,2022-02-17,2021-11-19,SO64336,528,21046,10,2,2
7122,2022-02-17,2022-01-23,SO64336,536,21046,10,1,2
7123,2022-02-17,2021-11-28,SO64307,529,13577,7,2,2
7124,2022-02-17,2022-01-29,SO64307,375,13577,7,1,1
7125,2022-02-17,2021-11-14,SO64307,472,13577,7,4,1
7126,2022-02-17,2021-10-29,SO64307,540,13577,7,3,1
7127,2022-02-17,2021-11-22,SO64301,484,16729,9,2,2
7128,2022-02-17,2021-12-31,SO64301,485,16729,9,1,1
7129,2022-02-17,2021-11-27,SO64343,541,27306,7,1,2
7130,2022-02-17,2021-11-13,SO64347,528,14291,6,1,2
7131,2022-02-17,2021-11-28,SO64347,214,14291,6,4,1
7132,2022-02-17,2022-01-24,SO64347,472,14291,6,3,1
7133,2022-02-17,2021-11-12,SO64347,537,14291,6,2,1
7134,2022-02-17,2021-11-25,SO64297,479,17502,9,2,3
7135,2022-02-17,2021-11-23,SO64297,477,17502,9,3,2
7136,2022-02-17,2021-12-19,SO64297,215,17502,9,4,1
7137,2022-02-17,2021-12-25,SO64297,373,17502,9,1,1
7138,2022-02-17,2021-11-29,SO64311,354,12256,7,1,1
7139,2022-02-17,2021-10-23,SO64311,487,12256,7,2,1
7140,2022-02-18,2021-11-07,SO64448,479,27125,10,2,2
7141,2022-02-18,2021-12-03,SO64448,477,27125,10,3,1
7142,2022-02-18,2021-12-21,SO64448,491,27125,10,4,1
7143,2022-02-18,2022-01-26,SO64448,605,27125,10,1,1
7144,2022-02-18,2021-12-25,SO64379,480,13008,9,2,2
7145,2022-02-18,2021-11-30,SO64379,535,13008,9,1,2
7146,2022-02-18,2022-01-12,SO64444,481,20755,4,2,2
7147,2022-02-18,2022-01-27,SO64444,220,20755,4,3,1
7148,2022-02-18,2021-11-27,SO64444,385,20755,4,1,1
7149,2022-02-18,2021-12-02,SO64378,477,11982,4,1,2
7150,2022-02-18,2021-11-24,SO64378,479,11982,4,2,2
7151,2022-02-18,2021-10-29,SO64378,489,11982,4,3,1
7152,2022-02-18,2022-01-30,SO64438,482,25879,4,2,2
7153,2022-02-18,2021-11-26,SO64438,214,25879,4,3,1
7154,2022-02-18,2021-12-02,SO64438,578,25879,4,1,1
7155,2022-02-18,2021-11-20,SO64439,480,13908,6,4,2
7156,2022-02-18,2022-02-02,SO64439,541,13908,6,3,2
7157,2022-02-18,2022-01-25,SO64439,530,13908,6,2,1
7158,2022-02-18,2022-01-17,SO64439,575,13908,6,1,1
7159,2022-02-18,2022-01-20,SO64406,480,14742,4,2,2
7160,2022-02-18,2021-11-30,SO64406,528,14742,4,1,2
7161,2022-02-18,2021-11-22,SO64398,480,18927,6,2,2
7162,2022-02-18,2022-01-20,SO64398,536,18927,6,1,2
7163,2022-02-18,2021-11-17,SO64399,482,19818,4,2,2
7164,2022-02-18,2021-11-22,SO64399,475,19818,4,1,1
7165,2022-02-18,2021-12-01,SO64437,220,25878,4,2,1
7166,2022-02-18,2021-11-19,SO64437,579,25878,4,1,1
7167,2022-02-18,2021-12-03,SO64386,480,18717,9,1,2
7168,2022-02-18,2021-12-23,SO64428,484,12770,4,4,2
7169,2022-02-18,2022-01-31,SO64428,356,12770,4,1,1
7170,2022-02-18,2021-12-29,SO64428,480,12770,4,3,1
7171,2022-02-18,2021-12-10,SO64428,537,12770,4,2,1
7172,2022-02-18,2021-12-15,SO64421,220,12320,10,1,1
7173,2022-02-18,2021-12-05,SO64449,477,11247,10,3,2
7174,2022-02-18,2021-11-18,SO64449,479,11247,10,2,2
7175,2022-02-18,2022-01-31,SO64449,220,11247,10,4,1
7176,2022-02-18,2021-11-22,SO64449,584,11247,10,1,1
7177,2022-02-18,2021-11-18,SO64409,529,19935,8,1,2
7178,2022-02-18,2022-01-07,SO64409,539,19935,8,2,2
7179,2022-02-18,2022-02-03,SO64409,488,19935,8,3,1
7180,2022-02-18,2021-11-24,SO64420,220,11594,7,1,1
7181,2022-02-18,2021-10-28,SO64420,491,11594,7,2,1
7182,2022-02-18,2021-11-03,SO64419,223,14175,10,4,2
7183,2022-02-18,2021-11-19,SO64419,478,14175,10,1,2
7184,2022-02-18,2021-11-13,SO64419,220,14175,10,3,1
7185,2022-02-18,2021-12-04,SO64419,487,14175,10,2,1
7186,2022-02-18,2021-11-01,SO64440,491,26313,4,2,1
7187,2022-02-18,2021-11-30,SO64440,575,26313,4,1,1
7188,2022-02-18,2021-12-18,SO64387,223,14853,9,1,2
7189,2022-02-18,2021-11-04,SO64395,529,18759,6,2,2
7190,2022-02-18,2022-01-14,SO64395,540,18759,6,1,1
7191,2022-02-18,2021-10-28,SO64390,485,17184,8,2,2
7192,2022-02-18,2021-12-08,SO64390,220,17184,8,3,1
7193,2022-02-18,2021-10-27,SO64390,354,17184,8,1,1
7194,2022-02-18,2022-02-02,SO64404,528,15522,1,1,3
7195,2022-02-18,2021-11-29,SO64404,485,15522,1,2,1
7196,2022-02-18,2021-11-07,SO64435,490,29222,4,2,1
7197,2022-02-18,2021-11-03,SO64435,572,29222,4,1,1
7198,2022-02-18,2022-01-02,SO64397,480,11300,6,3,2
7199,2022-02-18,2021-11-23,SO64397,529,11300,6,2,1
7200,2022-02-18,2021-11-03,SO64397,540,11300,6,1,1
7201,2022-02-18,2021-10-21,SO64417,477,11300,6,4,2
7202,2022-02-18,2021-12-29,SO64417,478,11300,6,3,2
7203,2022-02-18,2021-10-27,SO64417,528,11300,6,2,2
7204,2022-02-18,2021-12-27,SO64417,487,11300,6,5,1
7205,2022-02-18,2021-12-02,SO64417,537,11300,6,1,1
7206,2022-02-18,2021-12-17,SO64405,480,15313,1,2,2
7207,2022-02-18,2022-01-12,SO64405,528,15313,1,1,2
7208,2022-02-18,2021-10-21,SO64433,528,12005,9,2,2
7209,2022-02-18,2021-11-26,SO64433,220,12005,9,4,1
7210,2022-02-18,2022-01-31,SO64433,360,12005,9,1,1
7211,2022-02-18,2021-12-13,SO64433,537,12005,9,3,1
7212,2022-02-18,2021-12-31,SO64443,479,18648,4,2,2
7213,2022-02-18,2021-10-24,SO64443,484,18648,4,3,1
7214,2022-02-18,2021-12-31,SO64443,584,18648,4,1,1
7215,2022-02-18,2021-10-29,SO64394,480,11769,6,3,2
7216,2022-02-18,2022-01-04,SO64394,529,11769,6,2,2
7217,2022-02-18,2021-10-30,SO64394,538,11769,6,1,2
7218,2022-02-18,2021-12-11,SO64377,462,12373,7,3,2
7219,2022-02-18,2022-01-01,SO64377,477,12373,7,2,2
7220,2022-02-18,2022-01-29,SO64377,478,12373,7,4,2
7221,2022-02-18,2021-10-29,SO64377,356,12373,7,1,1
7222,2022-02-18,2021-11-09,SO64424,475,14645,4,2,1
7223,2022-02-18,2021-12-03,SO64424,589,14645,4,1,1
7224,2022-02-18,2022-01-23,SO64446,223,17571,4,2,2
7225,2022-02-18,2021-11-30,SO64446,489,17571,4,3,1
7226,2022-02-18,2021-10-23,SO64446,581,17571,4,1,1
7227,2022-02-18,2022-01-02,SO64427,528,15481,4,3,2
7228,2022-02-18,2022-01-26,SO64427,215,15481,4,4,1
7229,2022-02-18,2021-12-30,SO64427,360,15481,4,1,1
7230,2022-02-18,2021-10-30,SO64427,537,15481,4,2,1
