,order_date,stock_date,order_number,product_key,customer_key,territory_key,order_line_item,order_quantity,OrderDate,ProductKey,CustomerKey,OrderNumber
3857,2021-11-24,2021-09-04,SO58512,529,27156,10,1,2,,,,
3858,2021-10-10,2021-09-14,SO55888,215,14641,6,3,1,,,,
3859,2021-11-04,2021-07-23,SO57390,528,22096,1,2,2,,,,
3860,2021-07-05,2021-03-28,SO51250,489,19360,10,4,1,,,,
3861,2021-12-03,2021-10-08,SO59268,477,20726,8,3,2,,,,
3862,2021-11-16,2021-09-22,SO58064,537,12703,9,2,1,,,,
3863,2021-11-01,2021-07-31,SO57213,477,26173,6,1,2,,,,
3864,2021-10-21,2021-06-27,SO56480,477,22517,8,2,3,,,,
3865,2021-10-24,2021-07-07,SO56613,528,26071,4,2,2,,,,
3866,2021-03-09,2021-01-27,SO49630,375,23651,9,1,1,,,,
3867,2021-12-04,2021-10-02,SO59299,481,11277,6,3,2,,,,
3868,2021-09-12,2021-06-16,SO54196,529,14318,9,1,2,,,,
3869,2021-12-17,2021-09-24,SO60220,538,25680,8,1,2,,,,
3870,2021-12-05,2021-11-03,SO59356,536,23500,4,1,2,,,,
3871,2021-12-16,2021-10-29,SO60177,581,17358,4,1,1,,,,
3872,2021-11-16,2021-10-31,SO58038,541,12969,6,1,2,,,,
3873,2021-09-11,2021-05-22,SO54167,530,24695,7,1,2,,,,
3874,2021-11-25,2021-09-15,SO58555,540,25174,1,1,1,,,,
3875,2021-11-28,2021-11-04,SO58765,215,29300,9,2,1,,,,
3876,2021-10-09,2021-08-04,SO55864,561,25724,8,1,1,,,,
3877,2021-12-17,2021-11-03,SO60208,474,20018,1,1,1,,,,
3878,2021-10-26,2021-08-13,SO56701,480,24898,9,2,2,,,,
3879,2021-03-11,2021-02-03,SO49638,385,19067,8,1,1,,,,
3880,2021-08-17,2021-05-30,SO52671,537,11425,7,2,1,,,,
3881,2021-12-12,2021-09-02,SO59889,215,23725,6,2,1,,,,
3882,2021-11-14,2021-09-14,SO57936,488,16921,6,2,1,,,,
3883,2021-11-19,2021-08-15,SO58231,480,12954,1,3,2,,,,
3884,2021-10-21,2021-07-29,SO56446,536,15657,10,2,1,,,,
3885,2021-12-28,2021-11-16,SO60922,220,11517,4,3,1,,,,
3886,2021-12-12,2021-11-07,SO59903,604,27499,9,1,1,,,,
3887,2021-12-13,2021-10-29,SO59970,479,23177,1,2,1,,,,
3888,2021-12-29,2021-12-04,SO60989,235,13672,7,2,1,,,,
3889,2021-08-31,2021-06-15,SO53404,539,14126,9,1,2,,,,
3890,2021-05-12,2021-04-04,SO50457,358,15227,9,1,1,,,,
3891,2021-11-17,2021-09-25,SO58085,538,28233,1,1,2,,,,
3892,2021-11-11,2021-08-06,SO57771,220,21134,10,3,1,,,,
3893,2021-10-22,2021-07-24,SO56538,538,21671,7,4,2,,,,
3894,2021-11-11,2021-09-03,SO57787,385,26988,8,1,1,,,,
3895,2021-07-19,2021-04-07,SO51477,541,12264,10,2,2,,,,
3896,2021-12-21,2021-09-03,SO60510,489,23151,1,4,1,,,,
3897,2021-12-27,2021-11-20,SO60870,480,14988,10,3,2,,,,
3898,2021-12-18,2021-12-01,SO60298,528,12246,9,3,2,,,,
3899,2021-12-06,2021-11-12,SO59416,476,21377,9,1,1,,,,
3900,2021-11-18,2021-07-29,SO58187,381,20109,4,1,1,,,,
3901,2021-10-25,2021-08-24,SO56666,539,19259,8,2,2,,,,
3902,2021-02-07,2021-01-09,SO49240,352,14058,9,1,1,,,,
3903,2021-07-28,2021-05-02,SO51622,485,14927,8,2,3,,,,
3904,2021-12-02,2021-10-27,SO59199,477,25989,6,4,1,,,,
3905,2021-11-21,2021-08-24,SO58304,540,24656,4,1,1,,,,
3906,2021-07-16,2021-06-19,SO51432,485,11092,9,2,2,,,,
3907,2021-10-28,2021-09-04,SO56844,480,19577,9,4,2,,,,
3908,2021-11-18,2021-09-07,SO58166,530,13509,10,1,1,,,,
3909,2021-11-29,2021-09-11,SO58817,479,21002,9,2,2,,,,
3910,2021-09-19,2021-09-04,SO54643,481,13890,1,3,2,,,,
3911,2021-08-07,2021-07-10,SO52197,538,28730,10,1,2,,,,
3912,2021-08-06,2021-05-25,SO52136,464,13510,7,2,2,,,,
3913,2021-12-03,2021-10-23,SO59267,477,19473,7,3,2,,,,
3914,2021-10-04,2021-09-01,SO55543,358,12039,9,1,1,,,,
3915,2021-09-05,2021-06-07,SO53835,540,11300,6,2,1,,,,
3916,2021-04-07,2020-12-24,SO49959,368,24241,9,1,1,,,,
3917,2021-11-20,2021-09-17,SO58263,474,19859,4,1,1,,,,
3918,2021-08-23,2021-06-06,SO52967,362,11353,10,1,1,,,,
3919,2021-08-03,2021-05-03,SO52003,528,15507,6,2,2,,,,
3920,2021-10-22,2021-08-22,SO56509,528,15777,1,1,2,,,,
3921,2021-03-28,2021-03-02,SO49784,362,14325,9,1,1,,,,
3922,2021-02-01,2021-01-16,SO49178,387,14342,1,1,1,,,,
3923,2021-12-31,2021-12-13,SO61116,480,11499,4,1,3,,,,
3924,2021-11-14,2021-08-29,SO57927,220,25800,10,2,1,,,,
3925,2021-12-08,2021-08-22,SO59622,215,11873,4,4,1,,,,
3926,2021-12-25,2021-09-19,SO60749,572,26600,4,2,1,,,,
3927,2021-11-20,2021-10-30,SO58264,478,14079,6,3,2,,,,
3928,2021-10-26,2021-09-10,SO56756,389,23753,10,1,1,,,,
3929,2021-10-14,2021-06-16,SO56095,541,29409,8,1,2,,,,
3930,2021-09-12,2021-07-30,SO54222,474,18754,4,1,1,,,,
3931,2021-08-19,2021-07-15,SO52778,479,11215,6,2,2,,,,
3932,2021-07-03,2021-03-20,SO51207,214,11338,8,4,1,,,,
3933,2021-07-10,2021-03-22,SO51329,571,26312,1,1,1,,,,
3934,2021-08-29,2021-06-21,SO53337,478,11944,9,2,2,,,,
3935,2021-08-16,2021-05-10,SO52661,568,28769,1,1,1,,,,
3936,2021-11-03,2021-08-26,SO57301,385,24914,9,1,1,,,,
3937,2021-12-21,2021-11-09,SO60484,485,14825,8,1,2,,,,
3938,2021-12-12,2021-09-20,SO59863,480,20802,7,2,3,,,,
3939,2021-12-04,2021-09-14,SO59326,560,12459,10,1,1,,,,
3940,2021-11-24,2021-10-28,SO58536,362,11027,9,1,1,,,,
3941,2021-09-27,2021-06-19,SO55056,235,18063,4,2,1,,,,
3942,2021-09-28,2021-07-01,SO55130,214,20339,4,2,1,,,,
3943,2021-06-11,2021-04-29,SO50876,356,12827,8,1,1,,,,
3944,2021-08-03,2021-04-16,SO51967,478,12807,8,3,2,,,,
3945,2021-12-04,2021-10-26,SO59328,479,24924,9,2,3,,,,
3946,2021-09-11,2021-08-01,SO54174,354,12141,1,1,1,,,,
3947,2021-12-08,2021-09-16,SO59580,356,12382,10,1,1,,,,
3948,2021-03-03,2020-11-09,SO49569,371,16262,7,1,1,,,,
3949,2021-07-15,2021-05-17,SO51413,478,15549,6,2,2,,,,
3950,2021-11-01,2021-08-23,SO57208,477,21753,1,3,2,,,,
3951,2021-09-21,2021-08-02,SO54730,220,23405,4,3,1,,,,
3952,2021-12-08,2021-08-16,SO59610,530,25695,7,2,2,,,,
3953,2021-06-25,2021-04-19,SO51028,373,24587,9,1,1,,,,
3954,2021-07-05,2021-04-28,SO51260,479,25618,8,2,2,,,,
3955,2021-07-04,2021-05-19,SO51228,223,11402,7,5,2,,,,
3956,2021-09-05,2021-05-21,SO53845,235,20116,4,2,1,,,,
3957,2021-10-23,2021-07-05,SO56561,528,15951,1,1,2,,,,
3958,2021-10-15,2021-09-28,SO56177,478,12707,1,2,2,,,,
3959,2021-10-15,2021-08-16,SO56128,215,14070,9,2,1,,,,
3960,2021-10-04,2021-09-15,SO55509,529,11760,9,1,2,,,,
3961,2021-09-12,2021-07-23,SO54229,538,24882,7,1,2,,,,
3962,2021-03-18,2021-02-05,SO49706,383,17770,7,1,1,,,,
3963,2021-12-20,2021-10-10,SO60422,537,11954,4,2,1,,,,
3964,2021-02-01,2020-11-09,SO49180,332,26744,9,1,1,,,,
3965,2021-10-22,2021-09-26,SO56499,486,26261,1,4,1,,,,
3966,2021-08-17,2021-07-09,SO52725,561,12132,7,1,1,,,,
3967,2021-07-10,2021-06-23,SO51327,479,27745,9,4,3,,,,
3968,2021-12-26,2021-11-16,SO60800,536,23613,10,2,3,,,,
3969,2021-12-06,2021-11-04,SO59410,356,14160,8,1,1,,,,
3970,2021-08-14,2021-06-22,SO52539,223,22055,4,3,2,,,,
3971,2021-08-08,2021-06-11,SO52232,528,22038,4,1,2,,,,
3972,2021-11-20,2021-09-02,SO58280,576,24352,1,1,1,,,,
3973,2021-09-24,2021-06-08,SO54890,530,22974,9,1,2,,,,
3974,2021-10-09,2021-09-14,SO55853,541,23928,7,2,2,,,,
3975,2021-08-11,2021-06-14,SO52402,538,22288,1,2,2,,,,
3976,2021-11-17,2021-08-11,SO58122,479,22093,1,2,2,,,,
3977,2021-09-07,2021-05-10,SO53969,377,18746,9,1,1,,,,
3978,2021-08-28,2021-06-21,SO53286,605,21611,4,1,1,,,,
3979,2021-10-30,2021-09-30,SO56918,214,28866,4,3,1,,,,
3980,2021-09-22,2021-06-08,SO54804,479,18691,9,3,3,,,,
3981,2021-09-24,2021-06-03,SO54892,478,11073,9,1,2,,,,
3982,2021-10-22,2021-08-01,SO56509,220,15777,1,2,1,,,,
3983,2021-11-01,2021-09-05,SO57203,535,20106,6,1,1,,,,
3984,2021-12-08,2021-09-25,SO59581,484,11864,1,1,2,,,,
3985,2021-12-30,2021-12-01,SO61083,576,25396,4,1,1,,,,
3986,2021-09-26,2021-08-12,SO55028,538,25746,10,2,2,,,,
3987,2021-11-03,2021-10-18,SO57348,591,19141,1,1,1,,,,
3988,2021-07-23,2021-06-01,SO51538,538,21597,4,2,2,,,,
3989,2021-12-13,2021-11-07,SO59971,214,16995,6,2,1,,,,
3990,2021-07-26,2021-06-22,SO51602,214,11439,7,2,1,,,,
3991,2021-11-17,2021-10-16,SO58104,477,22796,7,1,2,,,,
3992,2021-12-31,2021-11-20,SO61112,373,23926,8,1,1,,,,
3993,2021-09-08,2021-05-20,SO54022,223,16894,1,2,2,,,,
3994,2021-11-09,2021-09-26,SO57675,477,11918,9,3,2,,,,
3995,2021-09-13,2021-07-28,SO54282,477,16978,1,1,2,,,,
3996,2021-11-07,2021-08-28,SO57565,480,11662,1,2,2,,,,
3997,2021-08-13,2021-04-19,SO52490,536,22090,4,1,2,,,,
3998,2021-11-06,2021-09-11,SO57510,536,20873,8,1,3,,,,
3999,2021-11-05,2021-08-08,SO57464,226,19130,4,5,1,,,,
4000,2021-11-07,2021-10-06,SO57592,477,22606,8,2,3,,,,
4001,2021-10-30,2021-07-04,SO56954,220,19892,4,2,1,,,,
4002,2021-12-21,2021-12-06,SO60493,360,14606,6,1,1,,,,
4003,2021-11-10,2021-09-05,SO57717,226,21446,6,2,1,,,,
4004,2021-05-14,2021-04-18,SO50473,381,17827,7,1,1,,,,
4005,2021-10-15,2021-08-05,SO56131,478,25012,9,2,1,,,,
4006,2021-12-13,2021-09-11,SO59977,605,26934,10,1,1,,,,
4007,2021-11-19,2021-08-15,SO58242,487,12699,9,4,1,,,,
4008,2021-07-15,2021-04-23,SO51420,483,11109,9,5,1,,,,
4009,2021-11-10,2021-08-10,SO57726,471,13322,1,2,1,,,,
4010,2021-10-03,2021-07-21,SO55500,529,22896,1,3,2,,,,
4011,2021-12-25,2021-09-08,SO60712,477,16964,6,2,2,,,,
4012,2021-11-01,2021-07-24,SO57220,484,23745,7,4,1,,,,
4013,2021-12-09,2021-08-23,SO59691,375,17309,9,1,1,,,,
4014,2021-08-15,2021-06-25,SO52577,226,11346,7,5,1,,,,
4015,2021-11-22,2021-08-16,SO58399,377,19794,9,1,1,,,,
4016,2021-08-17,2021-06-07,SO52708,485,11176,6,2,2,,,,
4017,2021-10-20,2021-09-01,SO56415,537,11311,1,1,1,,,,
4018,2021-11-15,2021-10-16,SO57999,476,14336,1,2,1,,,,
4019,2021-04-26,2021-02-05,SO50149,354,15134,9,1,1,,,,
4020,2021-11-29,2021-08-18,SO58837,223,14211,9,1,1,,,,
4021,2021-09-29,2021-06-29,SO55153,220,20746,6,3,1,,,,
4022,2021-12-27,2021-09-27,SO60893,541,24194,7,2,1,,,,
4023,2021-12-29,2021-12-10,SO61000,528,11887,4,1,2,,,,
4024,2021-10-14,2021-07-31,SO56120,584,25104,6,1,1,,,,
4025,2021-09-11,2021-06-10,SO54176,582,18729,9,1,1,,,,
4026,2021-08-28,2021-06-13,SO53251,530,28175,1,1,2,,,,
4027,2021-12-23,2021-11-09,SO60570,220,21668,10,2,1,,,,
4028,2021-10-15,2021-06-22,SO56139,529,27218,4,1,2,,,,
4029,2021-09-13,2021-08-01,SO54288,476,14953,10,1,1,,,,
4030,2021-12-12,2021-11-20,SO59835,478,14163,8,2,1,,,,
4031,2021-12-04,2021-08-29,SO59299,478,11277,6,2,2,,,,
4032,2021-10-29,2021-09-06,SO56863,480,28803,1,2,2,,,,
4033,2021-09-17,2021-07-23,SO54516,605,20816,9,1,1,,,,
4034,2021-12-10,2021-09-05,SO59731,477,27111,6,1,2,,,,
4035,2021-09-19,2021-07-26,SO54599,580,17635,8,1,1,,,,
4036,2021-08-29,2021-06-09,SO53303,214,23580,4,3,1,,,,
4037,2021-09-29,2021-08-05,SO55168,480,27903,7,3,1,,,,
4038,2021-07-22,2021-04-01,SO51524,479,21470,4,2,3,,,,
4039,2021-10-18,2021-07-06,SO56297,528,23716,6,1,2,,,,
4040,2021-12-18,2021-10-10,SO60295,215,20225,9,2,1,,,,
4041,2021-12-07,2021-09-07,SO59566,564,25423,4,1,1,,,,
4042,2021-11-16,2021-08-25,SO58034,377,22500,7,1,1,,,,
4043,2021-10-13,2021-07-06,SO56021,478,12298,8,2,1,,,,
4044,2021-10-01,2021-06-07,SO55379,605,11484,8,1,1,,,,
4045,2021-11-22,2021-10-11,SO58379,462,12972,6,2,3,,,,
4046,2021-11-27,2021-08-10,SO58653,473,26690,4,3,1,,,,
4047,2021-12-27,2021-12-12,SO60877,537,14380,1,2,1,,,,
4048,2021-10-21,2021-08-27,SO56473,491,28212,9,4,1,,,,
4049,2021-12-14,2021-10-02,SO59986,477,12650,7,3,2,,,,
4050,2021-09-04,2021-07-25,SO53792,473,21299,1,3,1,,,,
4051,2021-10-19,2021-08-04,SO56343,583,20851,10,1,1,,,,
4052,2021-12-02,2021-10-01,SO59149,477,17756,7,2,3,,,,
4053,2021-09-09,2021-08-05,SO54080,528,11843,1,2,2,,,,
4054,2021-07-24,2021-06-16,SO51560,584,19271,9,1,1,,,,
4055,2021-11-29,2021-08-22,SO58807,485,11530,6,3,2,,,,
4056,2021-08-26,2021-08-11,SO53179,584,21608,1,1,1,,,,
4057,2021-10-05,2021-07-23,SO55599,481,11040,1,3,2,,,,
4058,2021-11-24,2021-10-11,SO58498,529,24622,1,2,2,,,,
4059,2021-11-03,2021-07-15,SO57364,214,25050,4,2,1,,,,
4060,2021-03-18,2021-01-28,SO49707,371,13889,1,1,1,,,,
4061,2021-10-15,2021-08-17,SO56130,487,14686,9,2,1,,,,
4062,2021-09-10,2021-05-28,SO54131,588,13939,4,1,1,,,,
4063,2021-10-03,2021-08-30,SO55464,529,29052,4,1,2,,,,
4064,2021-08-12,2021-05-06,SO52463,529,23225,10,3,2,,,,
4065,2021-12-07,2021-11-16,SO59519,215,22162,4,3,1,,,,
4066,2021-09-21,2021-06-19,SO54737,214,17260,1,2,1,,,,
4067,2021-11-23,2021-08-01,SO58447,536,17899,7,1,2,,,,
4068,2021-08-29,2021-05-02,SO53306,536,23402,1,1,2,,,,
4069,2021-11-23,2021-10-16,SO58415,352,12289,10,1,1,,,,
4070,2021-08-08,2021-05-29,SO52239,476,19733,1,1,1,,,,
4071,2021-08-09,2021-04-23,SO52299,530,11212,6,1,2,,,,
4072,2021-11-30,2021-08-21,SO58854,479,15244,6,4,2,,,,
4073,2021-11-26,2021-10-09,SO58626,484,27897,8,2,2,,,,
4074,2021-12-15,2021-08-24,SO60076,214,16037,8,2,1,,,,
4075,2021-11-26,2021-09-06,SO58614,530,27327,8,2,2,,,,
4076,2021-11-14,2021-08-08,SO57948,605,22129,4,1,1,,,,
4077,2021-12-26,2021-10-15,SO60801,477,22507,8,1,2,,,,
4078,2021-12-10,2021-11-13,SO59728,478,21701,1,1,2,,,,
4079,2021-12-11,2021-10-18,SO59831,476,11358,9,3,1,,,,
4080,2021-10-05,2021-06-29,SO55568,535,21238,6,1,2,,,,
4081,2021-10-21,2021-09-19,SO56448,530,11091,6,1,3,,,,
4082,2021-08-26,2021-05-17,SO53184,576,14425,8,1,1,,,,
4083,2021-09-19,2021-07-20,SO54602,479,12323,7,2,2,,,,
4084,2021-10-14,2021-06-24,SO56118,576,24807,4,1,1,,,,
4085,2021-11-26,2021-07-31,SO58625,530,26903,7,4,2,,,,
4086,2021-12-31,2021-10-11,SO61109,540,16627,9,1,1,,,,
4087,2021-09-11,2021-07-01,SO54173,356,12188,4,1,1,,,,
4088,2021-12-13,2021-09-26,SO59905,356,12855,10,1,1,,,,
4089,2021-11-27,2021-09-07,SO58695,479,13719,6,2,2,,,,
4090,2021-11-18,2021-11-01,SO58164,536,17751,7,1,2,,,,
4091,2021-09-23,2021-08-25,SO54864,354,12116,1,1,1,,,,
4092,2021-12-09,2021-11-03,SO59659,477,20222,9,2,1,,,,
4093,2021-10-07,2021-08-10,SO55707,215,15894,1,2,1,,,,
4094,2021-03-15,2020-11-30,SO49682,356,21352,6,1,1,,,,
4095,2021-12-08,2021-08-28,SO59634,479,22408,9,3,1,,,,
4096,2021-11-22,2021-08-01,SO58396,478,13288,4,4,3,,,,
4097,2021-10-20,2021-08-08,SO56383,229,22949,9,2,1,,,,
4098,2021-12-13,2021-11-27,SO59950,220,14558,1,2,1,,,,
4099,2021-08-01,2021-06-23,SO51880,481,12204,1,3,1,,,,
4100,2021-12-07,2021-09-13,SO59547,362,15176,6,1,1,,,,
4101,2021-07-26,2021-06-02,SO51589,487,11401,7,2,1,,,,
4102,2021-07-18,2021-04-08,SO51457,484,22828,10,2,3,,,,
4103,2021-11-24,2021-11-06,SO58488,539,11631,6,1,2,,,,
4104,2021-11-10,2021-09-28,SO57718,480,15247,1,2,2,,,,
4105,2021-12-07,2021-11-20,SO59561,484,11105,9,3,2,,,,
4106,2021-12-31,2021-11-19,SO61160,220,19975,9,2,1,,,,
4107,2021-07-21,2021-05-25,SO51508,214,22273,4,2,1,,,,
4108,2021-10-07,2021-07-02,SO55731,479,16504,4,2,2,,,,
4109,2021-05-15,2021-02-27,SO50490,352,15226,9,1,1,,,,
4110,2021-07-03,2021-06-06,SO51222,605,25641,10,1,1,,,,
4111,2021-10-03,2021-08-30,SO55501,584,22066,4,1,1,,,,
4112,2021-12-14,2021-10-10,SO60011,215,17791,8,3,1,,,,
4113,2021-02-21,2020-11-26,SO49379,360,27067,4,1,1,,,,
4114,2021-08-13,2021-07-02,SO52518,477,23172,6,3,2,,,,
4115,2021-12-30,2021-10-27,SO61076,354,11955,4,1,1,,,,
4116,2021-08-14,2021-06-03,SO52573,584,25616,10,1,1,,,,
4117,2021-11-18,2021-08-31,SO58176,485,14338,6,4,2,,,,
4118,2021-08-05,2021-07-16,SO52106,563,24660,4,1,1,,,,
4119,2021-12-06,2021-10-28,SO59432,478,21244,4,1,2,,,,
4120,2021-09-20,2021-06-25,SO54678,530,12928,6,2,2,,,,
4121,2021-08-27,2021-05-09,SO53239,584,22334,1,1,1,,,,
4122,2021-07-21,2021-05-25,SO51508,214,22273,4,2,1,,,,
4123,2021-08-09,2021-05-23,SO52301,535,25839,4,2,3,,,,
4124,2021-12-03,2021-08-09,SO59262,605,17676,4,2,1,,,,
4125,2021-11-25,2021-10-20,SO58550,487,11287,6,2,1,,,,
4126,2021-12-17,2021-09-18,SO60231,360,13976,1,1,1,,,,
4127,2021-08-23,2021-06-01,SO52995,220,12938,1,2,1,,,,
4128,2021-04-17,2021-01-17,SO50068,338,26797,9,1,1,,,,
4129,2021-08-24,2021-06-23,SO53031,464,21159,1,4,2,,,,
4130,2021-07-07,2021-04-12,SO51269,480,16693,9,4,2,,,,
4131,2021-06-15,2021-05-03,SO50922,340,21037,8,1,1,,,,
4132,2021-12-12,2021-09-10,SO59858,485,16256,10,1,1,,,,
4133,2021-12-08,2021-11-01,SO59638,574,24444,4,1,1,,,,
4134,2021-11-19,2021-10-16,SO58239,214,19562,9,2,1,,,,
4135,2021-10-28,2021-10-06,SO56840,538,20983,9,2,3,,,,
4136,2021-11-13,2021-07-25,SO57863,535,11510,6,1,2,,,,
4137,2021-09-27,2021-08-07,SO55077,220,12155,1,3,1,,,,
4138,2021-12-02,2021-08-08,SO59204,575,13595,7,1,1,,,,
4139,2021-08-17,2021-06-17,SO52681,488,11703,4,2,1,,,,
4140,2021-12-10,2021-09-10,SO59746,464,14406,4,3,2,,,,
4141,2021-12-19,2021-10-28,SO60369,385,25126,9,1,1,,,,
4142,2021-12-31,2021-11-29,SO61096,360,12486,10,1,1,,,,
4143,2021-10-24,2021-06-30,SO56624,214,15946,4,2,1,,,,
4144,2021-12-12,2021-11-24,SO59887,385,16931,9,1,1,,,,
4145,2021-09-05,2021-06-12,SO53872,538,25741,10,2,2,,,,
4146,2021-08-30,2021-05-31,SO53371,487,17570,1,2,1,,,,
4147,2021-10-21,2021-08-13,SO56451,536,22863,1,1,1,,,,
4148,2021-07-08,2021-05-17,SO51297,538,29356,8,2,2,,,,
4149,2021-09-26,2021-07-18,SO55014,537,12439,1,2,1,,,,
4150,2021-08-19,2021-05-09,SO52783,490,15137,9,3,1,,,,
4151,2021-11-14,2021-08-12,SO57910,232,17772,10,6,1,,,,
4152,2021-03-19,2021-01-19,SO49726,381,25057,9,1,1,,,,
4153,2021-08-25,2021-06-05,SO53125,566,28674,4,1,1,,,,
4154,2021-12-21,2021-09-02,SO60471,529,27409,4,1,2,,,,
4155,2021-10-03,2021-08-28,SO55478,539,15618,8,1,3,,,,
4156,2021-11-21,2021-08-11,SO58349,565,28481,9,1,1,,,,
4157,2021-12-02,2021-09-09,SO59180,530,13569,8,1,2,,,,
4158,2021-05-06,2021-02-02,SO50388,352,27266,4,1,1,,,,
4159,2021-08-17,2021-04-29,SO52724,529,22640,10,3,2,,,,
4160,2021-10-30,2021-09-29,SO56912,215,28783,1,1,1,,,,
4161,2021-01-07,2020-10-26,SO48839,368,16567,8,1,1,,,,
4162,2021-07-20,2021-04-07,SO51486,539,16798,4,3,3,,,,
4163,2021-08-27,2021-08-07,SO53198,480,11321,1,1,2,,,,
4164,2021-10-22,2021-06-26,SO56512,480,14492,1,2,2,,,,
4165,2021-09-07,2021-05-14,SO53963,220,17026,6,2,1,,,,
4166,2021-11-14,2021-09-26,SO57955,223,26372,10,2,2,,,,
4167,2021-10-03,2021-07-08,SO55475,528,14654,1,1,2,,,,
4168,2021-11-17,2021-08-22,SO58108,485,13422,4,1,2,,,,
4169,2021-12-02,2021-09-03,SO59195,577,25418,4,1,1,,,,
4170,2021-10-21,2021-07-30,SO56471,485,13173,1,2,2,,,,
4171,2021-12-03,2021-10-19,SO59270,477,14049,9,3,1,,,,
4172,2021-11-03,2021-10-16,SO57327,473,24629,4,3,1,,,,
4173,2021-09-02,2021-05-10,SO53682,529,11253,6,1,2,,,,
4174,2021-10-02,2021-07-12,SO55412,477,21775,4,2,2,,,,
4175,2021-06-02,2021-05-03,SO50782,360,11587,7,1,1,,,,
4176,2021-11-23,2021-09-01,SO58441,229,18590,4,2,1,,,,
4177,2021-11-24,2021-10-10,SO58493,530,26266,1,2,2,,,,
4178,2021-03-20,2020-12-25,SO49736,330,15555,4,1,1,,,,
4179,2021-11-14,2021-07-21,SO57917,477,20769,1,2,2,,,,
4180,2021-09-09,2021-06-12,SO54047,223,24276,9,3,3,,,,
4181,2021-10-06,2021-07-28,SO55640,485,15260,4,1,2,,,,
4182,2021-07-21,2021-05-13,SO51506,484,11616,10,4,2,,,,
4183,2021-10-05,2021-06-16,SO55579,214,15963,1,2,1,,,,
4184,2021-10-30,2021-09-10,SO56944,214,14130,9,4,1,,,,
4185,2021-07-10,2021-03-21,SO51328,604,26655,9,1,1,,,,
4186,2021-12-17,2021-09-17,SO60237,479,20221,9,2,2,,,,
4187,2021-11-28,2021-08-30,SO58736,528,16006,4,1,2,,,,
4188,2021-12-18,2021-11-21,SO60290,485,13894,1,2,2,,,,
4189,2021-12-01,2021-08-30,SO59139,573,29382,10,1,1,,,,
4190,2021-12-14,2021-10-02,SO59986,477,12650,7,3,2,,,,
4191,2021-11-08,2021-07-14,SO57611,477,17274,1,1,2,,,,
4192,2021-12-06,2021-10-21,SO59446,485,16106,6,1,2,,,,
4193,2021-09-14,2021-08-23,SO54336,472,25329,4,2,1,,,,
4194,2021-09-02,2021-07-24,SO53714,604,16360,1,1,1,,,,
4195,2021-09-11,2021-05-23,SO54179,529,19550,4,3,2,,,,
4196,2021-08-26,2021-06-02,SO53156,537,16582,8,1,1,,,,
4197,2021-10-31,2021-08-08,SO56980,485,28292,6,2,3,,,,
4198,2021-12-04,2021-11-11,SO59283,214,11417,7,3,1,,,,
4199,2021-10-05,2021-07-07,SO55596,478,19122,4,2,3,,,,
4200,2021-09-05,2021-08-07,SO53854,375,20337,4,1,1,,,,
4201,2021-10-18,2021-09-28,SO56327,478,12001,9,2,2,,,,
4202,2021-06-19,2021-02-20,SO50960,375,17986,8,1,1,,,,
4203,2021-10-08,2021-09-13,SO55762,487,21780,4,3,1,,,,
4204,2021-10-20,2021-09-08,SO56412,529,17821,10,1,1,,,,
4205,2021-12-23,2021-11-05,SO60573,596,23622,8,1,1,,,,
4206,2021-12-14,2021-09-24,SO60010,480,16284,8,2,2,,,,
4207,2021-10-17,2021-08-19,SO56262,606,28210,9,1,1,,,,
4208,2021-12-12,2021-10-10,SO59849,477,20475,4,2,2,,,,
4209,2021-10-01,2021-07-02,SO55339,487,19604,9,3,1,,,,
4210,2021-09-03,2021-06-06,SO53750,538,12540,10,2,2,,,,
4211,2021-10-18,2021-09-23,SO56276,223,20852,10,3,1,,,,
4212,2021-07-19,2021-04-29,SO51469,480,11168,4,5,3,,,,
4213,2021-10-10,2021-09-02,SO55906,464,11850,4,4,2,,,,
4214,2021-09-29,2021-07-18,SO55175,358,11764,9,1,1,,,,
4215,2021-09-18,2021-07-26,SO54570,541,12568,10,1,1,,,,
4216,2021-12-25,2021-11-11,SO60745,479,22411,9,3,2,,,,
4217,2021-11-07,2021-07-17,SO57554,223,11287,6,3,2,,,,
4218,2021-03-19,2021-01-19,SO49726,381,25057,9,1,1,,,,
4219,2021-07-09,2021-05-12,SO51307,478,11336,7,2,3,,,,
4220,2021-08-20,2021-05-12,SO52880,214,22646,10,2,1,,,,
4221,2021-11-21,2021-09-29,SO58305,529,25044,4,1,1,,,,
4222,2021-08-24,2021-08-03,SO53037,528,18632,10,1,3,,,,
4223,2021-08-18,2021-07-29,SO52771,488,22642,10,2,1,,,,
4224,2021-09-03,2021-08-04,SO53722,529,17077,9,2,2,,,,
4225,2021-08-04,2021-05-05,SO52051,529,20142,7,1,2,,,,
4226,2021-10-06,2021-06-29,SO55663,484,12289,10,4,1,,,,
4227,2021-09-12,2021-06-03,SO54186,488,24887,9,3,1,,,,
4228,2021-12-30,2021-09-09,SO61075,537,14297,4,2,1,,,,
4229,2021-12-19,2021-09-15,SO60337,480,11330,6,1,2,,,,
4230,2021-10-31,2021-07-10,SO56987,529,23757,8,1,2,,,,
4231,2021-10-02,2021-07-03,SO55444,584,27338,9,1,1,,,,
4232,2021-11-21,2021-11-06,SO58306,536,22766,1,1,2,,,,
