,OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
943,2020-07-06,2020-06-08,SO46728,358,12354,9.0,1.0,1.0
944,2020-01-18,2020-01-01,SO45183,334,25711,9.0,1.0,1.0
945,2020-01-10,2019-12-26,SO45126,311,12480,7.0,1.0,1.0
946,2020-07-15,2020-06-30,SO46800,370,13019,4.0,1.0,1.0
947,2020-12-09,2020-10-13,SO48491,358,13126,9.0,1.0,1.0
948,2020-05-04,2020-03-13,SO46135,313,20416,9.0,1.0,1.0
949,2020-08-25,2020-07-27,SO47281,389,17099,7.0,1.0,1.0
950,2020-05-18,2020-04-14,SO46241,345,20034,6.0,1.0,1.0
951,2020-03-01,2020-01-08,SO45584,336,25828,9.0,,1.0
952,2020-05-22,,SO46267,314,20448,9.0,1.0,1.0
953,2020-05-22,,SO46265,312,11934,1.0,1.0,1.0
954,2020-03-17,,SO45690,310,19958,9.0,1.0,1.0
955,2020-05-17,2020-01-23,SO46230,344,11493,10.0,1.0,1.0
956,2020-03-07,2020-01-01,SO45629,347,11892,9.0,1.0,1.0
957,2020-01-22,,SO45211,311,18724,9.0,1.0,1.0
958,2020-06-06,2020-04-20,SO46426,344,26107,4.0,1.0,1.0
959,2020-08-08,,SO47136,379,21389,9.0,1.0,1.0
960,2020-11-20,,SO48208,370,22201,9.0,1.0,1.0
961,2020-05-26,2020-03-11,SO46298,314,12071,4.0,,1.0
962,2020-07-11,2020-03-21,SO46765,332,15191,4.0,1.0,1.0
963,2020-08-24,2020-07-17,SO47275,338,19076,7.0,1.0,1.0
964,2020-06-19,,SO46520,312,24491,6.0,1.0,1.0
965,2020-09-14,,SO47552,368,21950,9.0,,1.0
966,2020-08-09,,SO47140,356,26290,4.0,1.0,1.0
967,2020-11-19,,SO48201,356,26601,4.0,1.0,1.0
968,2020-09-25,2020-09-01,SO47626,320,26150,9.0,1.0,1.0
969,2020-04-07,,SO45852,340,18143,,,1.0
970,2020-07-28,2020-04-12,SO46900,375,21194,9.0,1.0,1.0
971,2020-10-14,2020-09-26,SO47828,368,21984,9.0,1.0,1.0
972,2020-03-06,2020-02-01,SO45621,346,11768,9.0,1.0,1.0
973,2020-05-15,2020-02-22,SO46215,310,20429,9.0,1.0,1.0
974,2020-08-25,2020-06-13,SO47282,381,19258,10.0,1.0,1.0
975,2020-01-14,2019-12-08,SO45149,314,14941,10.0,1.0,1.0
976,2020-04-10,,SO45869,310,14822,8.0,1.0,1.0
977,2020-06-18,2020-03-26,SO46505,347,12241,9.0,1.0,1.0
978,2020-12-21,2020-09-07,SO48628,352,12381,10.0,1.0,
979,2020-05-15,2020-01-21,SO46214,311,12072,4.0,1.0,1.0
980,2020-02-06,2020-01-17,SO45382,313,11129,1.0,1.0,1.0
981,2020-07-12,2020-04-29,SO46770,370,15357,8.0,1.0,1.0
982,2020-06-07,,SO46434,313,20996,9.0,1.0,1.0
983,2020-01-15,2019-12-05,SO45158,344,28419,7.0,1.0,1.0
984,2020-12-14,2020-11-14,SO48555,324,15399,4.0,1.0,1.0
985,2020-07-20,2020-04-08,SO46836,377,13769,7.0,1.0,1.0
986,2020-12-03,2020-08-07,SO48426,383,14253,4.0,1.0,1.0
987,2020-06-10,2020-04-04,SO46451,310,12709,4.0,,1.0
988,2020-08-19,2020-06-11,SO47228,375,13237,4.0,1.0,1.0
989,2020-05-14,2020-04-19,SO46209,312,12849,7.0,1.0,1.0
990,2020-06-29,2020-04-08,SO46594,314,20818,9.0,1.0,1.0
991,2020-03-21,,SO45716,310,19783,9.0,,1.0
992,2020-12-26,2020-10-11,SO48678,362,26627,4.0,1.0,1.0
993,2020-10-21,,SO47880,360,28689,7.0,1.0,1.0
994,2020-07-09,2020-04-11,SO46749,354,12350,9.0,1.0,1.0
995,2020-05-12,2020-04-27,SO46188,310,20430,9.0,,1.0
996,2020-08-11,2020-06-28,SO47152,360,28547,7.0,1.0,1.0
997,2020-09-28,2020-06-12,SO47641,320,27062,6.0,,1.0
998,2020-10-17,2020-08-23,SO47845,369,16206,8.0,1.0,1.0
999,2020-07-13,,SO46781,379,12949,1.0,1.0,1.0
1000,2020-11-03,,SO48104,322,20859,10.0,,1.0
1001,2020-06-28,2020-04-07,SO46586,313,12364,1.0,1.0,1.0
1002,2020-12-26,2020-09-16,,370,13729,1.0,1.0,1.0
1003,2020-03-09,2019-11-27,SO45639,311,19782,9.0,1.0,1.0
1004,2020-01-19,,SO45190,313,18931,9.0,1.0,1.0
1005,2020-05-04,,SO46136,312,20426,9.0,1.0,1.0
1006,2020-03-23,2020-01-14,SO45723,311,11290,4.0,1.0,1.0
1007,2020-06-12,,SO46467,314,12180,1.0,1.0,1.0
1008,2020-07-28,2020-04-08,SO46899,381,13999,4.0,,1.0
1009,2020-10-30,,SO47953,369,21974,9.0,1.0,1.0
1010,2020-06-19,2020-05-14,SO46517,313,20624,9.0,1.0,1.0
1011,2020-10-17,2020-06-27,SO47850,320,15350,1.0,1.0,1.0
1012,2020-07-14,,SO46798,368,21201,9.0,1.0,1.0
1013,2020-10-09,2020-08-18,SO47786,370,14719,7.0,1.0,1.0
1014,2020-07-28,,SO46902,375,21000,9.0,1.0,1.0
1015,2020-11-04,2020-07-23,SO48109,369,13489,1.0,1.0,1.0
1016,2020-08-12,2020-05-06,SO47160,369,21403,9.0,,1.0
1017,2020-11-23,2020-08-15,,326,26444,9.0,1.0,1.0
1018,2020-04-12,2020-01-22,SO45889,350,11920,9.0,1.0,1.0
1019,2020-04-30,,SO46019,340,14752,4.0,1.0,1.0
1020,2020-07-06,2020-05-26,SO46721,370,16046,10.0,1.0,1.0
1021,2020-11-10,,SO48147,377,22845,9.0,1.0,1.0
1022,2020-11-03,,SO48104,322,20859,10.0,,1.0
1023,2020-07-04,2020-03-08,SO46704,370,13059,4.0,1.0,1.0
1024,2020-05-16,2020-02-11,SO46224,328,14902,4.0,1.0,1.0
1025,2020-10-19,2020-08-30,SO47862,379,22199,9.0,1.0,1.0
1026,2020-05-04,2020-01-19,SO46140,350,11991,9.0,,1.0
1027,2020-01-26,2019-11-30,SO45231,314,18908,9.0,1.0,1.0
1028,2020-05-28,2020-02-24,SO46310,336,25938,9.0,1.0,1.0
1029,2020-08-05,2020-07-14,SO47102,370,13424,1.0,1.0,1.0
1030,2020-10-17,2020-08-23,SO47845,369,16206,8.0,1.0,1.0
1031,2020-12-25,2020-12-09,SO48672,379,22950,9.0,1.0,1.0
1032,2020-12-26,2020-08-28,SO48681,352,13160,9.0,1.0,1.0
1033,2020-08-01,,SO47074,362,26293,1.0,1.0,1.0
1034,2020-08-06,2020-06-15,SO47115,370,21393,9.0,1.0,1.0
1035,2020-02-04,2019-12-31,SO45369,314,19269,9.0,1.0,1.0
1036,2020-05-22,,SO46265,312,11934,1.0,1.0,1.0
1037,2020-09-18,2020-06-24,SO47571,377,14185,7.0,1.0,1.0
1038,2020-12-28,2020-09-12,SO48701,360,13103,9.0,1.0,1.0
1039,2020-08-01,,SO47076,362,12588,9.0,1.0,1.0
1040,2020-09-24,2020-08-22,SO47619,356,12689,9.0,1.0,1.0
1041,2020-05-18,2020-04-07,SO46245,314,14967,8.0,1.0,1.0
1042,2020-12-02,2020-11-02,,352,13114,9.0,1.0,1.0
1043,2020-10-16,2020-08-18,SO47836,356,28707,7.0,1.0,1.0
1044,2020-06-27,2020-05-23,SO46582,314,12207,1.0,1.0,1.0
1045,2020-04-16,2020-03-10,SO45910,311,11777,4.0,1.0,1.0
1046,2020-11-16,2020-09-06,SO48178,352,12125,8.0,1.0,1.0
1047,2020-04-19,2020-03-02,SO45933,313,11779,1.0,,1.0
1048,2020-05-13,,SO46192,314,12830,7.0,,1.0
1049,2020-12-27,,SO48684,379,16534,8.0,1.0,1.0
1050,2020-03-15,2019-12-07,SO45673,312,19790,9.0,1.0,1.0
1051,2020-02-20,,SO45465,342,25819,9.0,1.0,
1052,2020-07-13,,SO46778,352,11610,10.0,1.0,1.0
1053,2020-12-03,,,379,16475,8.0,1.0,1.0
1054,2020-03-24,2020-03-05,SO45730,350,28471,7.0,1.0,1.0
1055,2020-03-02,,SO45589,314,19784,9.0,1.0,1.0
1056,2020-08-14,,SO47184,379,21380,9.0,1.0,1.0
1057,2020-04-01,2020-03-04,SO45817,311,14801,8.0,1.0,1.0
1058,2020-12-18,,SO48591,358,28739,7.0,,1.0
1059,2020-11-30,2020-10-19,SO48277,360,12287,10.0,1.0,1.0
1060,2020-05-01,2020-04-12,SO46114,313,12053,4.0,,1.0
1061,2020-04-30,2020-01-22,SO46021,314,19971,9.0,1.0,1.0
1062,2020-11-24,2020-08-10,SO48228,368,16598,,1.0,1.0
1063,2020-10-13,2020-06-30,SO47817,371,22200,9.0,1.0,1.0
1064,2020-03-16,2020-02-26,SO45682,312,19950,9.0,1.0,1.0
1065,2020-10-13,,SO47823,336,26160,9.0,1.0,1.0
1066,2020-01-19,2019-11-17,SO45186,313,14991,10.0,1.0,1.0
1067,2020-10-21,2020-08-03,SO47887,356,13012,9.0,1.0,1.0
1068,2020-10-13,2020-07-11,SO47814,360,26338,4.0,1.0,1.0
1069,2020-05-24,,SO46282,345,26058,4.0,1.0,1.0
1070,2020-11-10,,SO48147,377,22845,9.0,1.0,1.0
1071,2020-01-15,2019-10-19,SO45163,328,25714,9.0,1.0,1.0
1072,2020-09-19,2020-05-23,SO47585,328,15320,1.0,,1.0
1073,2020-12-23,,SO48649,338,15432,4.0,1.0,1.0
1074,2020-08-30,2020-08-08,SO47335,356,12581,9.0,1.0,1.0
1075,2020-07-07,2020-06-22,SO46731,371,15101,8.0,1.0,1.0
1076,2020-10-20,2020-10-05,SO47877,322,20851,,1.0,1.0
1077,2020-05-04,2020-02-01,SO46132,314,23865,6.0,1.0,1.0
1078,2020-04-27,2019-12-28,SO45987,310,11854,4.0,1.0,1.0
1079,2020-08-20,2020-07-11,SO47242,362,28540,7.0,1.0,1.0
1080,2020-11-06,,SO48122,369,22207,,1.0,1.0
1081,2020-05-01,,SO46118,314,20611,9.0,1.0,1.0
1082,2020-04-20,2019-12-30,SO45937,312,14824,,1.0,1.0
1083,2020-08-31,2020-05-22,SO47344,354,12686,9.0,1.0,1.0
1084,2020-08-03,2020-06-29,SO47090,377,21394,9.0,1.0,1.0
1085,2020-08-15,2020-06-05,SO47194,377,13269,1.0,1.0,1.0
1086,2020-04-03,,SO45829,310,20245,9.0,1.0,
1087,2020-07-07,2020-03-22,SO46732,385,13992,4.0,1.0,1.0
1088,2020-04-23,2020-01-08,SO45959,311,11872,4.0,1.0,1.0
1089,2020-10-02,2020-07-07,SO47742,375,22180,9.0,1.0,1.0
1090,2020-12-07,2020-10-21,SO48468,336,15433,4.0,1.0,1.0
1091,2020-01-22,,SO45205,344,28420,7.0,,1.0
1092,2020-01-20,2020-01-05,SO45192,314,14846,10.0,1.0,1.0
1093,2020-06-09,2020-05-16,SO46446,312,12777,1.0,1.0,1.0
1094,2020-03-28,2020-02-24,SO45761,314,11629,4.0,1.0,1.0
1095,2020-02-06,2019-12-06,SO45378,310,28178,,1.0,1.0
1096,2020-03-11,2020-01-13,SO45645,351,11482,10.0,1.0,1.0
1097,2020-03-15,,SO45671,312,11628,4.0,,1.0
1098,2020-07-10,2020-04-26,SO46750,377,16054,10.0,1.0,1.0
1099,2020-06-07,2020-04-15,SO46435,348,12251,9.0,1.0,1.0
1100,2020-04-06,2020-03-09,SO45849,312,20154,9.0,1.0,
1101,2020-05-01,,SO46118,314,20611,9.0,1.0,1.0
1102,2020-10-04,2020-07-27,SO47756,354,12272,10.0,1.0,1.0
1103,2020-08-06,,SO47116,387,24611,9.0,1.0,1.0
1104,2020-12-19,2020-10-10,SO48612,352,13520,9.0,1.0,1.0
1105,2020-11-03,2020-07-30,SO48103,377,16389,8.0,1.0,1.0
1106,2020-10-09,,SO47785,356,28708,7.0,,1.0
1107,2020-10-30,,SO47952,369,22193,9.0,1.0,1.0
1108,2020-12-29,2020-10-25,SO48703,369,15004,7.0,1.0,1.0
1109,2020-07-11,,SO46762,368,13063,1.0,1.0,1.0
1110,2020-02-01,2020-01-10,SO45350,311,19613,9.0,1.0,1.0
1111,2020-08-18,2020-06-24,SO47216,360,26299,1.0,1.0,1.0
1112,2020-11-08,2020-10-04,SO48130,368,16829,10.0,1.0,1.0
1113,2020-04-29,2020-04-14,SO46002,310,11826,4.0,1.0,1.0
1114,2020-09-22,2020-05-27,SO47600,389,17188,7.0,,1.0
1115,2020-01-15,2019-12-19,SO45162,312,18721,9.0,1.0,1.0
1116,2020-02-17,2020-01-28,SO45450,312,28624,6.0,,1.0
1117,2020-08-07,,SO47125,375,13325,4.0,1.0,1.0
1118,2020-01-27,2019-11-27,SO45235,314,29147,1.0,1.0,1.0
1119,2020-08-13,2020-04-29,,360,12123,10.0,,1.0
1120,2020-10-05,2020-07-06,SO47761,324,20548,8.0,1.0,1.0
1121,2020-06-07,2020-02-25,SO46433,312,20991,9.0,1.0,1.0
1122,2020-06-08,2020-03-18,SO46443,314,15662,10.0,1.0,1.0
1123,2020-01-22,,SO45208,344,19884,6.0,1.0,1.0
1124,2020-02-26,2019-11-14,SO45497,311,28354,6.0,1.0,1.0
1125,2020-05-22,,SO46268,311,20615,9.0,,1.0
1126,2020-07-17,2020-04-06,SO46815,375,25093,6.0,1.0,1.0
1127,2020-09-26,2020-07-31,SO47631,352,26325,1.0,1.0,1.0
1128,2020-10-16,2020-09-08,SO47843,332,15339,4.0,,1.0
1129,2020-08-23,2020-05-10,SO47265,375,13250,4.0,1.0,1.0
1130,2020-05-22,2020-05-02,SO46264,350,28491,7.0,1.0,1.0
1131,2020-02-11,,SO45421,313,19576,9.0,,1.0
1132,2020-12-20,,SO48621,360,13129,9.0,1.0,1.0
1133,2020-11-11,2020-10-16,SO48152,352,26536,4.0,,1.0
1134,2020-05-06,,SO46148,310,12052,4.0,1.0,1.0
1135,2020-10-27,,SO47928,377,29154,6.0,,
1136,2020-09-23,2020-06-20,SO47610,338,27075,6.0,1.0,1.0
1137,2020-05-05,2020-02-09,SO46142,311,24310,6.0,1.0,1.0
1138,2020-09-30,2020-06-25,SO47657,326,26138,9.0,1.0,1.0
1139,2020-08-14,,SO47180,370,13287,4.0,1.0,1.0
1140,2020-03-23,2020-01-14,SO45723,311,11290,4.0,1.0,1.0
1141,2020-10-26,2020-08-07,SO47923,358,26486,,1.0,1.0
1142,2020-03-18,2019-12-22,SO45693,313,15083,10.0,1.0,1.0
1143,2020-06-30,2020-03-23,SO46602,312,20823,9.0,1.0,1.0
1144,2020-06-05,,SO46417,314,12441,4.0,1.0,1.0
1145,2020-10-31,2020-08-13,SO47955,377,16554,10.0,1.0,1.0
1146,2020-06-05,2020-03-04,SO46418,312,20988,9.0,1.0,1.0
1147,2020-12-11,2020-09-04,SO48514,338,15427,4.0,,1.0
1148,2020-04-10,2020-02-19,SO45867,312,11772,1.0,1.0,1.0
1149,2020-08-13,2020-04-29,,360,12123,10.0,,1.0
1150,2020-06-23,2020-05-12,SO46542,347,11431,8.0,1.0,1.0
1151,2020-01-16,2019-10-23,SO45168,312,18738,9.0,1.0,1.0
1152,2020-07-07,2020-06-09,SO46734,375,13060,4.0,,1.0
1153,2020-08-02,,SO47081,340,15203,4.0,1.0,1.0
1154,2020-07-25,2020-05-13,SO46878,369,25061,6.0,1.0,1.0
1155,2020-11-20,2020-09-15,SO48207,373,22407,9.0,1.0,1.0
1156,2020-06-20,2020-05-06,SO46523,313,12756,4.0,1.0,1.0
1157,2020-08-22,2020-05-17,SO47258,377,13298,4.0,1.0,1.0
1158,2020-09-27,2020-08-16,SO47638,362,26319,4.0,1.0,1.0
1159,2020-09-07,,SO47492,334,19181,7.0,1.0,1.0
1160,2020-02-06,2019-12-06,SO45378,310,28178,,1.0,1.0
1161,2020-02-19,2020-01-14,SO45459,310,19605,9.0,,1.0
1162,2020-04-28,2020-01-10,SO45997,324,14756,4.0,1.0,1.0
1163,2020-12-21,2020-09-13,SO48629,389,24916,9.0,1.0,1.0
1164,2020-07-05,,SO46713,371,24778,6.0,,1.0
1165,2020-09-25,2020-09-01,SO47626,320,26150,9.0,1.0,1.0
1166,2020-11-01,,SO48097,369,22412,9.0,1.0,1.0
1167,2020-03-20,,SO45708,313,19765,9.0,1.0,
1168,2020-12-18,2020-10-16,SO48593,362,12394,10.0,1.0,1.0
1169,2020-08-23,2020-05-10,SO47265,375,13250,4.0,1.0,1.0
1170,2020-10-20,2020-10-05,SO47877,322,20851,,1.0,1.0
1171,2020-05-13,2020-03-19,SO46194,313,11939,4.0,1.0,1.0
1172,2020-03-06,2020-01-31,,312,23385,6.0,1.0,1.0
1173,2020-01-12,2019-09-25,SO45139,314,12468,7.0,1.0,1.0
1174,2020-12-24,2020-11-21,SO48656,336,20829,8.0,1.0,1.0
1175,2020-10-21,,SO47888,354,13050,9.0,1.0,1.0
1176,2020-01-08,2019-10-29,SO45118,314,18722,9.0,1.0,1.0
1177,2020-03-15,2019-12-07,SO45673,312,19790,9.0,1.0,1.0
1178,2020-09-12,2020-05-29,SO47534,328,26148,9.0,1.0,1.0
1179,2020-06-15,2020-02-24,SO46488,312,20628,9.0,1.0,1.0
1180,2020-07-03,,SO46688,369,12929,1.0,1.0,1.0
1181,2020-02-10,,SO45404,310,11217,1.0,1.0,1.0
1182,2020-11-22,2020-09-29,SO48221,336,15365,4.0,1.0,1.0
1183,2020-09-13,2020-07-15,SO47538,379,13449,1.0,1.0,1.0
1184,2020-09-03,,SO47476,352,12693,9.0,1.0,1.0
1185,2020-09-16,2020-06-23,SO47560,324,27053,6.0,,1.0
1186,2020-09-28,2020-07-16,SO47640,354,26317,1.0,1.0,1.0
1187,2020-04-28,,SO45993,313,11924,4.0,1.0,1.0
1188,2020-06-21,,SO46536,311,13556,7.0,1.0,1.0
1189,2020-09-17,2020-08-31,SO47568,375,21885,9.0,1.0,1.0
1190,2020-09-23,2020-08-23,SO47607,389,14081,4.0,1.0,1.0
1191,2020-10-17,2020-07-13,SO47847,368,16278,8.0,,1.0
1192,2020-08-17,2020-06-04,SO47212,360,12580,9.0,1.0,1.0
1193,2020-07-31,2020-06-14,SO46928,356,12358,9.0,1.0,1.0
1194,2020-08-28,2020-05-17,SO47320,377,13315,4.0,1.0,1.0
1195,2020-07-20,2020-05-06,SO46844,358,12343,9.0,1.0,1.0
1196,2020-08-05,2020-07-18,SO47105,371,13319,,,1.0
1197,2020-01-18,2019-10-25,SO45182,312,18769,9.0,1.0,1.0
1198,2020-06-27,2020-05-23,SO46582,314,12207,1.0,1.0,1.0
1199,2020-01-29,2020-01-07,SO45248,344,11451,,1.0,1.0
1200,2020-08-01,,SO47074,362,26293,1.0,1.0,1.0
1201,2020-06-25,2020-03-26,SO46568,312,12761,1.0,1.0,1.0
1202,2020-12-30,2020-10-06,SO48716,377,17626,10.0,,1.0
1203,2020-07-13,,SO46780,379,12942,4.0,1.0,1.0
1204,2020-12-17,2020-11-20,SO48579,379,13741,4.0,1.0,1.0
1205,2020-08-14,2020-07-13,SO47178,383,14026,1.0,,1.0
1206,2020-08-05,2020-07-14,SO47102,370,13424,1.0,1.0,1.0
1207,2020-09-13,2020-07-04,SO47540,362,26326,4.0,1.0,1.0
1208,2020-01-22,2019-10-11,SO45210,311,29239,4.0,1.0,
1209,2020-12-29,2020-12-10,SO48707,326,19313,7.0,1.0,1.0
1210,2020-09-24,2020-07-30,SO47617,377,21943,9.0,1.0,1.0
1211,2020-01-16,2019-12-31,SO45165,313,22881,6.0,1.0,1.0
1212,2020-05-25,2020-03-13,SO46287,312,12026,4.0,1.0,1.0
1213,2020-07-05,2020-03-16,SO46710,356,11484,8.0,1.0,1.0
1214,2020-01-17,2019-11-29,SO45174,313,29198,4.0,1.0,1.0
1215,2020-02-26,,SO45506,311,19615,9.0,1.0,1.0
1216,2020-01-23,2019-10-06,SO45214,310,12464,7.0,1.0,1.0
1217,2020-04-28,2020-01-10,SO45997,324,14756,4.0,1.0,1.0
1218,2020-10-03,2020-09-12,SO47752,377,21994,9.0,,1.0
1219,2020-09-14,2020-05-25,SO47554,362,12222,10.0,,1.0
1220,2020-07-30,,SO46919,362,11481,8.0,,1.0
1221,2020-09-17,2020-08-31,SO47568,375,21885,9.0,1.0,1.0
1222,2020-02-14,2019-10-21,SO45438,310,29334,1.0,,1.0
1223,2020-02-22,2019-11-27,SO45467,345,11422,10.0,1.0,1.0
1224,2020-01-16,2019-12-08,SO45169,314,18766,9.0,1.0,1.0
1225,2020-03-06,2019-12-02,SO45618,311,12618,7.0,1.0,1.0
1226,2020-08-18,,SO47217,375,21222,9.0,1.0,1.0
1227,2020-10-04,2020-09-16,SO47755,387,17195,7.0,1.0,1.0
1228,2020-08-16,,SO47198,370,14169,7.0,1.0,1.0
1229,2020-08-04,2020-05-01,SO47098,360,12667,9.0,1.0,1.0
1230,2020-08-14,2020-06-07,SO47177,381,14022,1.0,1.0,1.0
1231,2020-07-11,2020-05-31,SO46759,373,16033,10.0,1.0,1.0
1232,2020-07-24,2020-06-18,SO46873,377,21167,9.0,1.0,1.0
1233,2020-10-19,2020-08-30,SO47862,379,22199,9.0,1.0,1.0
1234,2020-09-22,2020-06-27,SO47603,379,21562,,,1.0
1235,2020-11-27,2020-10-27,SO48260,322,27099,6.0,1.0,1.0
1236,2020-08-04,2020-06-28,SO47093,369,13380,4.0,,1.0
1237,2020-12-14,2020-08-20,SO48556,377,22936,9.0,1.0,1.0
1238,2020-08-24,2020-06-28,SO47269,362,28512,7.0,1.0,1.0
1239,2020-11-23,2020-08-15,,326,26444,9.0,1.0,1.0
1240,2020-05-20,2020-03-23,SO46253,311,12082,,1.0,1.0
1241,2020-08-12,2020-05-12,SO47161,375,21408,9.0,1.0,1.0
1242,2020-11-07,2020-07-18,SO48126,387,14115,1.0,1.0,1.0
1243,2020-08-31,2020-07-31,SO47342,360,26304,,,1.0
1244,2020-12-16,2020-10-19,SO48572,362,28756,7.0,1.0,1.0
1245,2020-04-30,2020-02-26,SO46016,312,11885,4.0,1.0,1.0
1246,2020-06-29,2020-05-10,SO46596,349,12037,9.0,1.0,1.0
1247,2020-12-10,2020-08-30,SO48499,358,13132,9.0,1.0,1.0
1248,2020-02-16,2019-12-21,SO45446,345,25990,1.0,1.0,1.0
1249,2020-08-14,2020-04-25,SO47182,354,26298,1.0,1.0,1.0
1250,2020-03-13,2020-02-18,SO45662,350,11906,9.0,1.0,1.0
1251,2020-06-17,2020-04-03,SO46495,311,20989,9.0,1.0,
1252,2020-05-06,,SO46147,320,19476,8.0,,1.0
1253,2020-07-14,2020-06-01,SO46796,360,26247,4.0,1.0,1.0
1254,2020-03-10,2020-02-23,SO45641,311,23306,6.0,,
1255,2020-08-06,2020-07-18,SO47110,370,28850,6.0,1.0,1.0
1256,2020-04-07,,SO45852,340,18143,,,1.0
1257,2020-04-08,,SO45861,311,12650,7.0,1.0,1.0
1258,2020-05-08,2020-02-18,SO46161,311,12819,7.0,,1.0
1259,2020-01-03,2019-10-03,SO45093,312,18906,9.0,1.0,1.0
1260,2020-08-29,,SO47324,377,13400,4.0,1.0,1.0
1261,2020-06-24,2020-04-07,SO46560,344,26096,4.0,1.0,1.0
1262,2020-12-12,,SO48518,381,19337,10.0,1.0,1.0
1263,2020-04-25,2020-04-05,SO45973,313,11773,4.0,1.0,1.0
1264,2020-11-20,,SO48203,360,12226,8.0,1.0,1.0
1265,2020-09-28,2020-06-12,SO47641,320,27062,6.0,,1.0
1266,2020-07-03,,SO46693,373,13210,4.0,1.0,1.0
1267,2020-11-11,2020-09-30,SO48158,328,26433,9.0,,1.0
1268,2020-10-13,2020-08-15,SO47812,377,16252,8.0,1.0,1.0
1269,2020-05-08,2020-03-27,SO46160,351,11412,8.0,1.0,1.0
1270,2020-05-01,2020-02-13,SO46115,312,12104,4.0,1.0,1.0
1271,2020-08-04,2020-05-29,SO47094,377,15664,8.0,1.0,1.0
1272,2020-08-05,2020-07-18,SO47105,371,13319,,,1.0
1273,2020-04-29,2019-12-30,SO46003,312,11831,4.0,,1.0
1274,2020-07-25,2020-05-19,SO46880,334,15167,1.0,1.0,1.0
1275,2020-10-30,2020-08-23,SO47951,356,12700,9.0,,1.0
1276,2020-12-05,2020-09-29,SO48445,342,15411,4.0,1.0,
1277,2020-04-04,2020-01-28,SO45838,311,20213,9.0,1.0,1.0
1278,2020-12-11,2020-08-14,SO48512,352,20656,6.0,1.0,1.0
1279,2020-06-27,2020-04-21,SO46576,310,24757,6.0,1.0,1.0
1280,2020-10-24,2020-07-17,SO47909,356,12999,9.0,,1.0
1281,2020-06-19,2020-05-25,SO46508,349,28504,7.0,1.0,1.0
1282,2020-08-02,,SO47081,340,15203,4.0,1.0,1.0
1283,2020-01-09,2019-11-22,SO45124,313,18725,9.0,,
1284,2020-02-08,2019-12-03,SO45395,313,29352,4.0,1.0,1.0
1285,2020-11-20,2020-08-23,SO48209,320,15369,1.0,1.0,1.0
1286,2020-10-22,2020-07-26,SO47893,371,25989,,1.0,1.0
1287,2020-03-17,2020-02-22,SO45689,312,19773,9.0,1.0,1.0
1288,2020-12-22,2020-10-07,SO48638,334,15475,4.0,1.0,1.0
1289,2020-06-23,2020-02-28,SO46544,311,12766,1.0,1.0,1.0
1290,2020-04-09,2019-12-16,SO45862,312,14827,8.0,1.0,1.0
1291,2020-09-17,2020-07-13,SO47565,377,15697,8.0,1.0,1.0
1292,2020-11-25,,,379,14925,7.0,1.0,1.0
1293,2020-09-16,2020-05-25,SO47564,356,12210,10.0,1.0,1.0
1294,2020-08-06,,SO47117,354,12586,9.0,1.0,1.0
1295,2020-11-09,,SO48139,370,22857,9.0,1.0,1.0
1296,2020-11-17,2020-10-24,SO48189,324,15371,1.0,1.0,1.0
1297,2020-10-12,,SO47803,379,22000,9.0,1.0,1.0
1298,2020-10-11,2020-06-15,SO47792,369,16207,,1.0,1.0
1299,2020-06-21,2020-04-27,SO46532,338,19041,7.0,1.0,1.0
1300,2020-08-28,2020-05-17,SO47320,377,13315,4.0,1.0,1.0
1301,2020-09-13,2020-05-22,SO47544,358,12694,9.0,1.0,1.0
1302,2020-08-18,2020-05-27,SO47219,362,12577,9.0,1.0,1.0
1303,2020-04-07,2020-02-08,SO45856,311,20247,9.0,1.0,1.0
1304,2020-09-14,2020-06-13,SO47546,360,28683,7.0,1.0,1.0
1305,2020-02-16,2020-01-31,SO45448,324,25718,9.0,1.0,1.0
1306,2020-08-20,,SO47239,371,21384,9.0,,1.0
1307,2020-07-16,2020-04-17,SO46804,322,19052,7.0,1.0,1.0
1308,2020-08-05,,SO47104,379,13279,4.0,1.0,
1309,2020-12-22,2020-11-12,SO48632,379,17192,10.0,1.0,1.0
1310,2020-03-01,2020-01-08,SO45584,336,25828,9.0,,1.0
1311,2020-10-28,2020-07-03,SO47936,324,26192,9.0,1.0,
1312,2020-07-02,2020-03-28,SO46685,377,12947,4.0,,1.0
1313,2020-12-26,2020-09-16,,370,13729,1.0,1.0,1.0
1314,2020-02-10,,SO45401,310,15058,10.0,,1.0
1315,2020-03-06,2019-11-22,SO45617,311,15354,10.0,1.0,1.0
1316,2020-10-18,,SO47856,362,12995,,1.0,1.0
1317,2020-03-12,2019-12-31,SO45653,347,11764,9.0,1.0,1.0
1318,2020-08-08,,SO47135,342,27027,6.0,1.0,1.0
1319,2020-06-14,2020-04-14,SO46481,313,20623,9.0,1.0,1.0
1320,2020-06-01,2020-05-14,SO46392,313,13537,7.0,1.0,1.0
1321,2020-04-18,2020-03-12,SO45926,311,23486,6.0,1.0,1.0
1322,2020-08-29,2020-05-14,SO47326,379,13288,4.0,1.0,1.0
1323,2020-12-23,,SO48651,377,22926,9.0,1.0,1.0
